Group,x,y,t,s
F,15.20568443,92.86897859,1,1
F,-11.39814719,460.1696396,1,1
G,15.38134617,-12.34697313,1,0
F,-4.98996718,227.7458688,1,0
I,-9.976711031,177.0917946,0,0
F,3.731339918,10.24466483,1,1
F,-20.02331903,343.605073,1,0
G,52.0209794,-355.3372447,1,0
I,7.851845082,40.92511058,0,0
I,-4.750333459,94.16231304,0,0
F,34.07631939,92.17214106,1,0
H,-56.52311875,-162.4025508,0,0
I,-26.76071476,126.9643606,0,0
H,36.64652481,293.3511752,0,0
F,8.58767565,367.9014535,1,0
F,43.37300991,-232.7704999,1,1
H,-6.99137147,270.9394753,0,0
H,-42.9361074,-18.46495834,0,1
H,-22.32535885,114.3690779,0,0
G,38.77248619,-167.4532566,1,1
F,9.394059756,-98.34115869,1,0
F,2.36945057,244.1386384,1,0
H,44.50496938,519.9544343,0,0
F,17.2995466,193.7868167,1,1
G,2.001231857,-103.262805,1,1
H,-4.41012071,431.7651187,0,1
G,18.07361658,65.29272768,0,1
F,41.83816391,-303.727712,1,1
I,-35.43200379,49.89319901,1,0
F,-5.583141708,361.9649399,1,1
H,-28.491938,146.2636901,0,0
H,2.685560253,125.8898715,0,0
F,46.11413763,-321.3992433,1,1
F,31.0079008,44.14888845,1,1
I,32.56676877,-72.6323274,1,1
I,-9.493913682,117.9090416,0,1
I,20.78230225,-165.0246178,1,1
I,24.2766962,59.2336097,1,1
I,-5.116631105,-164.1215243,1,1
H,-43.91045384,126.2193911,0,0
F,-11.78878359,634.7719354,1,0
H,-54.67056548,-200.7969792,0,1
F,34.43052896,-31.43144,1,1
G,9.980386175,54.80232709,1,1
G,-8.494938321,106.1254549,1,0
F,-2.409677103,214.3984276,1,0
G,3.970432431,-146.2244458,1,1
F,3.045028508,-13.25644993,1,0
I,26.73009093,-34.76925023,0,1
I,-17.20932688,68.11497721,1,1
F,50.55770677,-189.4366492,1,0
H,-24.46714941,223.4780621,0,0
I,-0.573525618,38.44325678,1,1
I,48.18124811,122.2964872,1,1
F,8.062927613,78.39989339,1,0
I,10.20062555,112.6667819,1,1
I,-7.652600425,-27.61298707,1,1
F,-9.35544834,199.3195053,1,0
G,-0.18205602,26.25764365,1,1
G,2.726969265,25.57444083,1,0
G,34.50898656,-176.7616065,1,1
H,-3.431495043,225.738985,0,0
F,7.66075017,155.8286055,1,0
G,-2.583698976,171.9353156,1,0
F,-18.63792319,307.4149437,1,1
I,25.94700998,133.3088771,1,1
F,5.875368209,69.79486749,1,0
F,2.943334414,291.0272349,1,0
G,12.52937269,117.0696709,1,1
G,-20.15097365,100.9777197,1,0
F,39.84004238,-201.0045675,1,1
H,29.0317932,413.3770612,0,1
H,-12.85750081,272.3516078,0,1
I,16.11141775,152.3024302,1,0
F,-0.078050922,512.3416513,1,1
I,29.87759698,154.1692786,1,1
G,5.148195515,-2.739907802,1,0
F,16.059318,-139.7324831,1,1
I,-14.00424872,26.86806698,1,1
I,15.91004494,170.1037453,0,1
H,12.29397583,317.4940688,0,1
F,-11.42371068,463.7500652,1,0
F,14.74292805,91.38315413,1,0
H,-18.41809232,-83.93817097,0,0
F,19.72946327,26.34031497,1,1
G,12.51600842,102.7655908,0,1
F,21.31306728,-54.48458977,1,0
F,-8.567836833,301.0020947,1,1
G,71.5637048,-419.668616,1,1
I,-9.027652929,116.1002529,1,1
I,-24.03083585,213.1217303,1,0
G,20.74026813,-0.656368871,1,0
F,38.51583376,-228.5865094,1,1
I,-52.55069722,11.99724026,1,1
H,-77.6605167,-193.2079672,0,1
H,-67.85935505,-263.1786484,0,0
G,15.44608235,43.62635206,1,1
G,-21.70223496,456.6249546,1,1
F,-4.915265374,337.461649,1,0
I,-3.583708759,-14.70647738,1,1
F,22.93566016,-227.7983638,1,0
H,25.59345386,396.0172745,0,0
I,8.541291116,88.23372259,0,0
I,-22.75278208,178.5080201,1,0
G,7.018242477,-161.2510946,1,1
H,-49.77092198,26.73843838,0,0
G,15.00473401,2.349554149,1,0
I,15.6861592,-240.5750751,0,0
I,-12.60098525,129.4826775,1,1
I,16.10568363,32.82362859,0,0
H,13.07013214,308.889528,0,1
G,20.41145166,-30.55216624,1,0
G,-1.094044029,184.2583096,0,0
I,17.87226391,38.69905368,1,1
G,-14.35442913,130.8759769,1,0
F,13.47500659,3.889661928,1,0
F,9.896283697,68.9120308,1,0
H,-9.620340057,118.2303392,0,0
G,27.94344464,-37.20846007,1,0
G,8.200546488,241.3711002,1,0
F,3.703184437,109.5141412,1,0
I,-28.09175846,-36.72675046,1,0
F,21.02126631,1.143866529,1,1
H,-31.8403583,150.7240015,0,1
F,20.99520144,-272.4401213,1,0
F,-1.122729555,29.94507088,1,1
I,23.7524763,71.44166643,1,0
H,4.893644003,301.1581682,0,0
G,14.10378579,-21.77210112,0,0
I,9.062087656,-87.75253732,1,0
I,47.5673673,-97.7213791,1,1
G,1.036270866,295.6124409,1,0
H,-16.04167634,176.5720263,0,1
H,32.84427999,472.8838666,0,0
I,-15.91431238,-20.52850018,0,0
F,-51.89896447,604.1927433,1,1
G,-15.96136217,380.3490116,1,0
I,-4.59196148,223.1647945,0,0
H,43.21122248,694.6421547,0,1
H,-17.83373892,347.8852405,0,0
H,-67.73731746,-233.9307722,0,0
F,33.44168379,276.5666174,1,0
H,-37.63092165,19.81474363,0,0
F,22.75728366,-262.2173333,1,1
H,-13.40663086,231.7123984,0,1
G,-0.926237395,206.5027401,1,0
F,23.59167441,-31.21415548,1,0
I,8.774051475,101.1977034,1,0
H,-17.82569514,99.39159519,0,0
H,0.978230765,516.7051966,0,0
I,31.25915539,-54.31895972,1,1
G,12.84022439,-106.4901979,1,1
F,-8.484693593,371.9510731,1,0
G,-6.234353996,433.4596112,1,0
F,-4.490186001,66.24395395,1,1
H,2.844615467,95.24870801,0,1
I,9.871947692,164.8353721,1,1
I,-2.644866521,44.9417234,1,1
F,36.83300899,-15.49473423,1,0
I,-20.25847958,208.8240019,1,1
I,13.01157232,127.5987957,1,0
I,-15.65294792,-91.72044772,0,0
G,-14.320513,411.9758357,1,1
H,-21.18850141,41.77868172,0,0
H,-49.83032589,226.4598689,0,0
F,24.28817781,-8.104040531,1,1
F,8.583875153,-78.52141968,1,1
I,-28.10292414,-172.0840266,1,0
H,-58.42035035,204.458421,1,1
H,-26.43654945,160.2333599,0,0
G,-25.61760163,478.9622336,1,0
I,11.3474292,-138.0370982,1,0
F,50.51453239,-377.5136563,1,1
G,17.4513342,-35.79838875,1,0
F,27.30180188,-215.4725754,0,0
I,14.68571295,-11.60100398,1,0
F,-17.47436164,328.298979,1,1
I,18.15969499,161.0569838,1,1
G,-5.727090176,317.97596,1,1
F,25.2014914,46.739597,1,0
G,17.73356454,352.723958,1,0
I,13.74040919,32.76011716,0,0
G,4.27201253,248.5290861,1,0
F,2.791728088,293.1018937,1,1
H,-59.64598704,-184.491781,0,1
G,2.629602179,256.8765741,1,1
I,29.86650278,-180.0176429,0,0
G,-1.750148945,322.2370429,1,0
H,-26.06610433,-4.656937774,0,1
F,15.92872662,277.4366551,1,0
I,-31.64448667,271.7255518,1,1
H,45.98372556,708.6066932,0,0
G,1.371371363,106.1646269,1,1
F,-7.344677483,224.924704,1,1
I,10.79566673,15.68560218,1,0
G,18.85402823,192.3176463,1,0
I,1.213929784,146.9727276,1,0
F,39.00234047,-247.831992,0,1
H,-3.756619164,460.2702103,0,0
F,-2.236625821,207.7563784,1,0
I,16.87807146,-84.56525109,1,0
G,-3.224456237,181.3348388,1,0
G,-4.582462058,172.3375683,1,0
G,19.26272524,36.98491732,1,1
F,22.2740287,-189.2048121,1,0
I,-20.49991673,12.33302587,1,1
H,-36.60647953,-108.0717265,0,1
H,25.69379547,273.938891,0,0
H,-12.10842905,196.2833624,0,0
H,8.519700469,446.9822695,0,0
I,14.22226823,129.8065827,1,1
G,24.84003878,259.5073224,1,1
H,-10.15689345,334.5587601,0,1
I,15.46035179,138.4631052,0,1
G,14.6512694,66.85575084,1,1
F,12.04091472,257.9224291,1,1
I,15.23930301,63.7845071,0,1
G,37.3705814,8.746196598,1,0
I,30.44416433,0.113771401,0,0
H,12.35448,283.0366229,0,1
H,3.31612954,429.1860954,0,1
G,16.60118023,47.18458204,1,1
I,47.04230272,-108.3599301,1,1
F,38.99848827,-253.1426537,1,1
G,35.04982836,73.17274716,1,1
H,31.57588529,401.3116753,0,0
H,-2.418379763,96.14477751,0,0
F,-32.0979074,281.3486518,1,1
I,-9.005395664,92.13386866,0,0
G,18.341436,90.13811027,1,1
I,-19.05008896,366.8291534,1,1
G,-17.545204,482.3104352,1,1
I,1.916164262,-221.2413371,1,1
F,-10.84050215,538.7775229,1,1
G,-4.635718671,178.601113,0,1
I,-13.72842073,-220.1130319,0,1
F,-18.64374993,182.1502326,1,1
G,18.57219934,-32.39706812,1,0
H,-19.21592161,9.212418994,0,0
H,-9.600540196,67.62247347,0,1
I,-8.722150131,267.2802408,0,0
F,-18.8929278,278.9361898,1,1
H,-13.25082129,326.8869717,0,0
I,32.12702668,-15.91688608,0,0
I,6.385269945,-23.08106008,1,1
H,-42.23558665,-7.642952849,0,0
F,23.41125868,210.2180689,1,0
I,-4.470917747,55.70768292,1,0
G,-22.88308898,259.1222364,1,1
G,0.792566267,-23.81138222,1,1
F,5.346110671,24.18818022,1,1
I,18.21746766,-128.0797349,1,1
F,45.41907371,-147.9014446,1,1
G,-10.53262181,354.9419345,1,0
I,-34.60123803,-126.3671979,1,1
G,-24.87309343,145.6469058,1,0
G,10.68390364,316.8136035,1,1
F,12.56864742,-76.54010338,1,1
G,-5.145953532,210.2201547,1,1
I,24.72732821,182.3596976,1,1
F,8.838697195,61.77126349,1,1
H,-18.95321987,248.3513082,0,1
H,-11.54190973,347.6881867,0,1
G,1.893138851,269.0469952,1,1
G,-33.69148723,547.7800511,1,1
F,45.90082201,125.4528629,1,0
F,-16.83427869,578.8307533,1,1
I,3.879752545,44.11037733,0,0
F,15.98422987,-52.06745604,1,0
F,-6.983932743,229.666723,1,0
I,2.472994362,-260.280263,1,0
H,3.732388194,514.6530054,0,1
H,-14.89230665,134.0260667,0,0
H,-45.3720347,135.0063225,0,1
F,21.3149243,82.63093339,1,1
H,3.199269428,292.7366833,0,0
I,10.42624679,281.128759,0,0
I,18.36574351,-45.38141606,1,0
F,-27.82367203,700.7787626,1,1
I,-27.74539059,41.99501128,1,1
I,66.30946199,136.5743109,1,1
H,-39.67700563,-250.6056023,0,1
I,15.50233509,-189.918574,0,0
H,10.92311467,258.0400325,0,0
G,2.814165626,378.2759198,0,1
F,-6.855850407,314.0312111,1,0
I,49.52403078,-76.27452696,1,0
I,26.22712861,-113.2515158,1,0
H,3.77467746,313.1459973,0,1
I,23.31013708,226.618456,0,0
G,-10.70672041,225.4398493,1,1
I,14.22246102,163.8522557,1,0
I,19.90997812,42.62057052,0,0
H,-32.56785222,2.92051156,0,1
I,-12.90747231,53.57155587,1,0
G,-24.51495271,418.5570833,0,0
H,-41.37115529,-96.40587078,0,0
H,-31.2823024,0.853424543,0,1
G,10.57820438,-196.8663243,1,1
I,21.09808726,-157.5003402,1,1
H,-48.3150562,-28.01650973,0,1
H,-10.54043363,258.2685895,0,0
I,6.459864835,-231.2178194,1,0
F,10.33745414,86.85866171,1,0
I,33.13141938,4.977243802,1,0
I,0.00572023,-12.92679929,0,1
I,-20.35705439,-94.32149561,1,1
F,28.5047917,-73.37691779,1,0
I,-26.59481256,21.840609,0,0
I,17.12250839,68.32103841,1,1
H,3.72754432,374.7679809,0,1
G,26.63046931,-80.34242444,1,0
F,39.68356946,-349.3496525,1,0
H,3.295024159,427.1928211,0,0
G,-14.21576302,328.912656,1,0
H,-15.54518416,42.61256833,0,1
I,35.16877221,-1.625918797,0,1
G,-6.434923135,402.9635701,1,1
H,-20.53688602,-152.7425536,0,1
F,-18.39923551,681.7230021,1,0
I,-10.43922055,85.9458173,1,0
G,32.32157866,-183.8710412,1,0
G,17.41099912,-78.69505428,1,0
H,-46.52256238,-14.18407484,0,1
I,24.51076091,21.42654103,0,1
H,1.214186012,129.2327462,0,0
G,-3.758493282,-65.12524324,1,0
I,-12.09640213,299.3779378,1,1
G,-12.8847897,354.059941,1,1
H,-11.13963078,256.0862751,0,1
G,-38.44204109,481.7807164,1,0
F,-32.18748014,441.972831,1,1
H,-16.01767459,310.3937411,0,1
H,-2.988059585,257.5375856,0,0
I,12.81423408,-243.9910477,1,1
G,24.65969698,-25.62356828,1,0
I,-1.724981348,79.32732692,0,1
G,50.30683427,-366.0781145,0,1
I,8.104259965,127.1895576,1,0
F,6.522371319,81.51248448,1,0
H,-5.089588044,369.4550112,0,1
F,14.61370696,-18.6177005,1,1
I,-31.89254085,146.1905113,1,1
I,5.069475996,23.57643675,1,1
I,25.57976255,7.193903336,1,0
I,-2.250778539,-82.33467746,1,1
H,-37.82607334,322.6227602,0,1
I,-31.16671591,-89.92990312,1,1
F,47.86263147,-50.94689084,1,1
I,1.882141369,50.25635747,0,1
H,-34.67997813,-41.25789967,0,0
H,-11.35679936,163.5618372,0,1
G,13.93349256,83.85493145,1,0
F,44.91989713,-41.29661786,1,1
G,-2.129521155,393.7996157,1,1
G,-13.18395305,141.7215065,0,0
G,25.86775564,-123.2231376,1,1
H,11.38905093,351.3389975,0,1
F,39.06439658,41.20006902,1,0
I,71.99725359,214.0620754,0,0
H,-12.96995121,280.6419348,0,0
H,-47.84959241,49.27736358,0,1
F,-29.48116066,492.1301384,1,1
F,3.302950298,244.8344767,1,0
H,2.031424748,29.57977558,0,0
G,1.795484846,49.21212557,1,0
H,2.292326706,479.3462075,0,0
G,-0.045054773,286.587955,1,1
H,-31.71624262,34.38368162,0,1
G,-24.40286626,448.3856674,1,1
G,-14.83955099,362.1541629,1,1
F,-11.7378781,332.0867096,1,0
G,23.10714646,106.1962794,1,0
G,-8.544706337,104.0259786,1,1
F,45.34099282,-63.74651505,1,1
H,25.80893927,458.6283922,0,1
H,-12.93253785,405.4928527,0,0
F,52.16697909,-424.5056493,1,1
H,-28.70372765,226.8761658,0,1
H,-11.01628732,406.9007868,0,1
G,-6.160383808,124.9778944,1,1
H,6.419571068,10.05820534,0,1
F,3.783730065,176.9226797,1,0
H,-50.98383062,-169.2063764,0,0
G,-29.59819963,525.861348,1,0
G,-8.145437452,332.0941593,1,0
H,-21.17234079,322.3925382,0,0
I,-21.90631991,-29.7823112,0,1
G,5.781853417,-34.75873721,1,1
F,9.300891589,141.0057828,1,0
I,-20.20409999,96.479659,1,1
H,13.26028472,381.3678724,0,1
H,-25.40875374,-18.75692998,0,0
H,0.768627883,191.6549232,0,1
I,42.7906099,-151.4080135,1,0
H,-49.30316395,-9.082362697,0,0
I,8.25306666,154.4931305,1,1
F,42.87262717,-129.9683418,0,0
I,-5.095299763,-96.05875952,1,1
G,47.19302343,-170.0296238,1,1
H,-17.4768748,99.91318895,0,0
F,23.9494071,93.92701593,1,1
H,-36.43498309,-32.17359462,0,1
G,-6.879437273,366.1103234,1,0
I,-2.930566823,209.591981,1,0
G,-35.56338235,332.8946596,1,1
G,13.33791742,156.9729784,1,1
H,7.676878509,412.5668562,0,1
G,12.06843246,168.3921328,1,1
H,20.45498777,358.2439504,0,0
G,18.65039079,112.93112,1,1
I,34.47780069,42.28452668,1,1
G,21.9128014,85.49483143,1,1
H,-37.46479351,-35.11426248,0,1
G,-11.52003744,48.50099348,1,1
G,-26.98505624,512.7533007,1,1
G,7.57576562,155.4549425,1,0
H,-11.02827986,410.4838413,0,0
F,-10.87906342,182.7635153,1,0
I,21.35168085,155.2007769,1,1
G,13.14793498,192.8977355,1,1
G,17.60356422,136.6830589,1,0
H,43.93604489,697.155033,0,1
H,-13.58818479,422.6887078,0,1
H,-38.89931924,23.98297597,0,1
H,18.32523693,137.2377332,0,0
F,45.13694932,-351.4355441,1,1
H,-22.58079954,201.3627216,0,1
F,11.50543615,283.6541189,1,1
G,-0.399057989,500.7036549,1,0
I,-46.87229946,-123.4597711,0,0
H,-42.74706068,57.76387306,0,0
G,-10.45180801,196.1836564,1,0
G,-4.406314938,44.31578856,1,0
G,26.22417764,-172.7287633,1,0
I,2.570333102,29.46637769,0,1
G,38.03242185,-107.4303953,1,1
F,9.169277635,121.534136,1,1
H,-63.69361729,146.865362,0,1
G,-8.393641846,291.0210269,1,1
H,35.12640852,729.6814657,0,1
F,37.21043587,-101.2572982,1,1
I,6.073226463,-48.56284523,1,1
H,6.019719705,110.9105598,0,1
F,44.69729923,-317.3521455,1,1
I,10.02893376,52.32960676,0,0
I,3.784099832,-57.63351125,1,1
I,0.143255156,8.69913857,1,0
F,15.05876968,170.4104351,1,1
G,-20.32692375,481.8839135,1,0
F,5.93978499,-141.2477867,1,1
G,-4.25469131,187.0493615,1,0
I,8.733639149,-115.8127687,0,1
G,-7.780846875,472.897492,1,1
H,-22.15058571,344.0382299,0,1
F,-20.29616265,356.3210587,0,1
I,22.67479157,149.4208506,1,1
G,35.23405979,205.8775514,1,0
H,-28.97738705,83.55571668,0,0
F,20.13300799,-8.56721688,1,1
F,40.99352212,-242.3632411,1,0
G,6.867425074,4.495708043,1,0
I,-21.13262108,-86.46331246,0,1
F,54.75793383,-5.393956032,1,1
G,56.91456418,-207.2643639,1,0
H,-9.913683016,360.9793528,0,1
H,27.22598249,462.8076722,0,1
F,48.55047316,-108.5525056,1,1
I,-3.759128332,-218.936988,1,0
I,-3.991219742,43.42835514,0,1
F,1.460280936,307.2552264,1,0
I,11.5610136,66.36717591,1,1
F,14.40050595,292.928239,1,1
G,-6.201267588,49.24679644,1,0
G,8.726885206,-0.186647523,1,0
F,2.639613637,168.9059868,1,1
G,22.21515554,-348.770738,0,1
F,14.03142163,-120.9269453,1,0
G,30.47731292,137.7430096,1,0
F,-28.77382655,502.5810464,1,0
G,8.48961908,155.4305811,1,0
G,13.09499906,-46.73140453,0,0
I,30.5892793,-166.2782524,1,1
H,10.46392323,322.5287485,0,0
I,7.763899548,-104.4686171,1,0
G,21.93166136,18.92635974,1,1
F,16.77979918,124.9360516,1,1
I,13.57135039,95.56435336,1,0
I,-8.4345124,8.549138266,1,1
I,37.57212408,30.54959939,1,1
F,-8.70949407,14.44601002,1,1
G,-10.3447296,119.0841771,1,0
I,-3.405470635,-22.8681376,1,1
G,-21.01570962,196.6904542,1,1
I,17.69168976,58.70857678,1,1
I,-8.463910545,184.7061229,1,0
H,-8.293729226,256.3927768,0,0
I,4.672934773,40.99791432,1,0
G,4.789313129,76.32113927,1,0
H,-6.644332355,224.4237952,0,1
G,-1.587945014,363.522124,1,0
I,12.33503698,92.10407267,1,0
G,-4.88219526,239.7827265,1,1
G,18.2380729,-104.9000658,1,1
G,18.1514381,10.09321212,0,0
G,-14.06960238,278.288276,1,1
H,-8.779867898,-173.0183727,0,0
F,31.76209535,-109.5558314,1,1
F,31.37625087,170.5082614,1,0
H,32.26182825,860.7404792,0,0
F,-22.97339674,551.0633401,1,1
G,-2.611818284,397.5136465,1,1
I,-16.9373387,-76.45741645,1,1
G,8.262620737,334.407944,1,1
F,10.56238758,131.8575735,0,0
H,-5.388621494,40.06205403,0,1
I,5.154034641,150.0154758,1,0
H,9.183365995,440.3229794,0,0
H,-27.51714206,31.06473539,0,1
F,40.97639091,-71.52432668,1,0
G,4.315847396,124.6567918,1,1
I,22.93873347,-65.51507802,0,1
H,21.00109032,431.1019216,0,0
F,19.86011348,80.18656281,1,0
I,8.522558959,5.426363707,0,0
G,22.40699284,10.96127692,1,0
G,26.0648053,128.2817376,1,0
G,9.983323574,154.6503637,1,1
G,33.71443178,251.9700427,1,1
I,0.962849059,13.4648886,0,1
I,5.384807978,-18.25273013,1,0
G,-37.13591718,539.3392139,1,1
I,-10.50977533,-166.2039091,1,1
G,41.82022015,-314.3558976,1,0
F,-28.03409999,445.3891396,1,1
G,-16.55845162,164.7126962,1,0
I,10.07778447,143.2787033,0,0
G,20.77525772,-81.9725352,1,0
G,6.176022003,358.5511957,1,0
I,-3.912298426,-7.61294299,0,0
I,7.637873368,-66.98572945,1,0
F,3.68437913,45.13645256,1,1
F,-7.680195438,182.4350362,1,0
G,-15.44347875,240.6665006,1,0
G,34.20039406,183.3032948,1,0
H,15.23077289,592.9540552,0,0
F,-1.842754478,186.0791216,1,0
F,16.88844472,-39.09090315,1,0
H,15.5360942,426.2870143,0,1
H,-22.8530099,101.0971299,0,0
I,10.74268134,-69.34785147,1,1
H,-29.21368845,400.5325427,0,0
I,4.347945788,49.4855119,1,1
H,-22.9461273,-12.13741597,0,1
H,-6.20878589,170.694075,0,0
I,30.13451221,-70.46268091,0,0
F,-12.33394116,373.5706663,1,0
F,-8.262045525,132.9218643,1,0
H,25.14011003,392.2522139,0,1
H,7.854735707,162.3552134,0,1
F,15.17978372,210.867624,1,0
I,31.38590597,-158.5219683,0,0
H,-26.23059148,200.1360866,0,0
F,-9.737248516,386.4174981,1,0
F,-14.06391777,289.8129233,1,0
I,-24.05474942,-46.93591167,1,1
F,22.47724667,-79.56863751,1,0
I,19.21438989,94.15602892,1,1
F,31.80273322,-97.02322484,1,0
F,23.77410008,16.96787089,1,0
H,-45.96431955,107.1530796,0,1
G,8.098681522,154.8954265,1,0
G,21.18701951,-83.59527191,1,0
F,12.5656282,38.76531152,1,1
F,-7.092175562,261.471159,1,1
I,35.82511126,-154.8377072,0,0
I,3.402469139,47.36182954,1,1
G,3.884659602,180.5642749,1,1
H,-15.42274143,279.2451593,0,0
I,-17.05577787,268.131422,1,1
F,38.83382935,167.577172,1,1
G,-0.490460832,248.735808,1,0
F,13.10514102,149.9270117,1,0
H,-4.000350296,399.3957165,0,1
I,31.72999698,79.938754,1,0
I,10.08619365,-59.46448491,1,1
I,-21.66817478,-93.09427874,1,0
I,46.07133638,83.1547326,0,0
H,8.301641471,247.2731742,0,1
G,-7.267631863,304.543681,1,1
F,21.52981342,-14.06904663,1,0
G,21.30309417,-45.62724466,1,1
F,26.60703775,77.52057334,1,1
H,-41.32924066,107.8830795,0,0
F,-22.44556409,410.7641407,1,0
I,-0.31857694,158.7414232,1,1
H,-59.2167799,166.2820178,0,0
F,17.59258535,-219.395033,1,0
H,-15.08929896,283.2914839,0,1
F,12.40319504,70.13997981,1,1
I,54.1337446,49.17674285,1,1
F,20.94454765,-97.75356392,1,0
I,-1.774671464,111.5824666,1,1
I,2.446878857,-48.2082602,1,0
I,12.58852427,71.69625633,0,0
I,34.88302397,-26.84750725,1,0
F,3.445227046,49.51589627,1,1
G,10.29932572,89.27588496,1,0
G,11.81746246,-203.2926082,1,0
I,9.117639939,29.36032531,1,1
G,-26.75996344,458.79219,1,1
F,56.15396363,-136.0385742,1,1
I,8.409699206,265.6047954,1,0
F,23.20274167,-76.66480252,1,0
H,2.352845473,433.1195493,0,1
H,-17.13825898,147.8029527,0,1
G,-15.96234796,439.1583841,1,0
G,-15.32024501,281.5806454,1,1
F,8.071677211,111.9231053,1,1
F,-16.22929952,283.7830777,1,0
H,-42.89536624,-14.84339212,0,1
H,-58.43629677,-59.85930389,0,1
I,1.015688226,-36.86578626,1,1
F,24.66858006,172.25052,1,0
H,-20.71507811,-64.13212348,0,1
I,9.548219309,76.94449672,1,1
F,44.29461289,-104.4097063,1,1
F,-19.44551232,204.2720549,1,1
H,-53.28562605,-115.8529882,0,0
G,0.312912355,188.8829547,1,1
F,5.449919356,154.2985344,1,0
H,-30.0842109,265.6420924,0,0
H,-42.21584734,109.2058672,0,1
F,15.19245116,34.92169573,1,1
G,-8.181600615,245.2978736,1,1
I,-1.177444866,-120.8687838,0,0
H,-38.40889657,-226.0405556,0,0
H,-28.72974931,188.5301548,0,1
F,27.41885737,153.0781279,1,1
H,18.95076603,551.5799857,0,1
F,-9.123738171,223.7269752,1,1
G,5.13543759,194.9045177,1,0
F,21.05726717,66.6130985,1,1
G,22.98069244,191.893362,1,0
G,7.178721216,28.85552318,1,1
H,-27.96060367,28.44307903,0,0
H,1.357338462,506.4048581,0,0
F,53.32080423,-121.2485008,1,0
G,5.208389572,33.70654891,1,1
G,-34.12292374,324.0788814,1,0
H,-2.328560973,298.9999094,0,1
I,-17.98689148,28.08097098,0,0
I,2.141844972,26.18565629,1,1
F,71.81757808,-426.8950131,1,1
I,29.82938757,50.72399949,1,1
I,-14.3997881,72.14701818,0,1
G,-6.8716411,218.3453222,1,0
F,20.16377146,0.404881453,1,0
F,8.225361318,-42.07621981,1,1
I,3.630637236,-122.4190301,1,1
F,-0.896014682,247.535344,1,1
F,57.49801278,-284.5335452,1,0
G,-32.54584035,611.9441091,1,1
H,31.85883864,795.7792119,0,0
I,-7.602729206,-163.3743582,1,0
F,25.23611582,-33.78048446,1,0
F,-6.804084162,344.9025051,1,0
H,-5.646472048,196.0558079,0,0
H,-8.326474116,246.8615787,0,1
F,-4.642384624,326.7266327,1,1
G,11.11223147,229.4734022,1,0
I,34.11054403,-91.17949785,1,1
G,42.28463265,-138.5265972,1,1
I,-50.64227509,140.5539478,1,1
F,2.144474188,45.84345693,1,0
G,-18.26298056,165.0751827,1,0
F,-13.54586844,90.74253014,1,1
I,23.81218659,-58.84257179,1,1
F,25.04828339,266.1840712,1,1
G,33.10832494,-81.80695657,1,0
G,12.93641182,17.76612241,1,0
F,12.32985326,131.2104767,1,1
G,40.43473401,-68.8124467,1,0
G,-12.17902336,197.9629109,1,0
F,-2.496219292,168.0189019,1,0
G,4.748336677,287.9875927,0,1
F,-9.783546749,424.6560343,1,1
G,26.93471724,46.46458575,1,0
F,25.36344601,-208.0856097,1,0
H,-31.52618081,37.53241758,0,0
I,-17.09623922,-132.2866402,1,0
F,27.312828,-64.7052661,1,0
G,15.47668051,-97.30644984,1,1
I,-26.41820746,-360.5426607,1,1
F,24.04261875,66.79709012,1,0
I,12.96985984,55.18144468,0,0
H,18.21987757,526.016465,0,1
I,-1.662851154,24.01210579,1,0
G,20.54384876,37.17575629,1,1
G,14.02911947,165.883192,1,0
G,-38.33465107,563.9375498,1,1
I,-2.595290529,219.8448157,1,1
H,-5.515127931,271.9022535,0,1
H,-25.8013839,-34.31766624,0,1
G,5.124646741,-140.1601145,1,0
I,-2.052507426,-239.6499298,1,0
H,-72.09787819,-408.8201242,0,1
H,3.028239158,315.3823121,0,1
H,25.00995894,542.30463,0,0
G,4.459231334,181.5912129,1,0
F,10.09011446,355.2110688,1,1
H,-14.12793949,1.065066734,0,1
F,29.03037884,-325.4468111,1,0
G,5.220307526,-149.0068638,1,1
I,-29.79567407,-340.5089919,1,0
I,7.572640418,-12.94348039,1,0
G,2.606465727,2.279281942,1,0
G,6.57161915,269.8167738,1,1
H,-18.59484161,-268.7162929,0,0
F,32.43521015,-211.8439136,1,1
I,0.582236838,-201.8571383,1,0
G,7.179558226,122.9545229,1,1
H,-50.61972148,26.65153513,0,1
H,16.31435981,437.7334865,0,0
F,14.98255476,-45.94737877,1,1
I,-3.858262962,40.29984309,1,1
G,-19.45521666,478.3907458,1,0
F,31.76718491,-56.35087271,1,0
G,14.49480082,-28.29781552,1,1
H,13.89206548,383.7394932,0,0
F,25.07782087,-64.5585307,0,0
F,29.06161943,53.56989089,1,1
H,41.8643714,683.9942159,0,0
H,-35.21174933,-95.27424704,0,1
G,-11.92276596,73.88932122,1,1
H,-20.81228322,244.2134867,0,1
G,42.23910512,-299.0195512,1,1
G,1.81995061,76.53559811,1,1
F,10.0802952,243.3220391,1,1
F,13.75372339,-76.26657166,1,0
H,-36.55344693,31.15384963,0,1
I,-22.28393923,88.86938077,0,1
G,10.66033587,329.1753143,1,0
F,34.84703157,63.59622881,1,1
I,-18.13271805,-129.3820165,1,0
I,-2.41537361,117.1910635,1,1
H,16.92863619,615.7818175,0,0
I,16.86338307,-134.9980096,1,1
G,16.57491055,-76.39684354,1,0
G,-22.32131821,391.1178093,1,1
